DateTime,smell_description,zipcode,smell_1,smell_2,smell_3
2022-04-07 21:00:00+00:00,"I wish it was the smell of US Steel managers' corpses rotting in septic tank, but alas...",15122,,,
2022-04-09 00:00:00+00:00,"Sulphur, hydrogen sulphide, Coke works ",15045,coke,sulfur,
2022-04-11 00:00:00+00:00,"Barnyard, manure",15218,,,
2022-04-11 10:00:00+00:00,The incoming smell of corporate greed,15217,,,
2022-04-11 10:00:00+00:00,Dirty,15217,,,
2022-04-11 10:00:00+00:00,Industrial chemical ,15227,industrial,chemical,
2022-04-11 11:00:00+00:00,"Smoky, foggy mix",15025,,,
2022-04-11 11:00:00+00:00,"Sulphur, bad eggs",15217,egg,sulfur,
2022-04-11 13:00:00+00:00,Irvin works incomplete burn on flare stack. Smells of hot oily metal and incompletely burned process gas. Every day. Not coke works.,15045,coke,gas,
2022-04-11 13:00:00+00:00,Burning tires or asphalt ,15227,,,
2022-04-11 14:00:00+00:00,"Eggy, sulfur, chemically",15218,sulfur,,
2022-04-11 14:00:00+00:00,Coal cr*p,15232,coal,,
2022-04-11 14:00:00+00:00,"Industrial, chemical, carcinogenic.",15129,industrial,chemical,
2022-04-11 14:00:00+00:00,Industrial; acrid,15208,acrid,industrial,
2022-04-11 14:00:00+00:00,bad egggs,15208,,,
2022-04-11 15:00:00+00:00,"Metal, stinky eggs",15221,egg,,
2022-04-11 15:00:00+00:00,"Industrial, chemical",15133,industrial,chemical,
2022-04-11 15:00:00+00:00,"Sulphur, toxic, dry burn",15104,sulfur,,
2022-04-11 15:00:00+00:00,Industrial/sulfur dioxide ,15218,sulfur,industrial,
2022-04-11 15:00:00+00:00,Heavy coal oil ,15234,coal,,
2022-04-11 19:00:00+00:00,The cancer mill. ,15122,,,
2022-04-11 20:00:00+00:00,Rotten egg ,15235,egg,,
2022-04-12 11:00:00+00:00,dirty sulfurous stink,15217,,,
2022-04-12 13:00:00+00:00,funky skunky,15232,,,
2022-04-12 16:00:00+00:00,Hog manure and various animals,15065,,,
2022-04-12 17:00:00+00:00,Helicopter from Allegheny General Hospital jetfuel,15212,,,
2022-04-12 18:00:00+00:00,Chemical industrial smell,15208,industrial,chemical,
2022-04-12 23:00:00+00:00,"Acrid, poisonous. ",15034,acrid,,
2022-04-12 23:00:00+00:00,Hydrogen sulfide,15045,,,
2022-04-13 04:00:00+00:00,Car exhaust,15136,,,
2022-04-13 10:00:00+00:00,Diesel fuel and sulfur,15217,diesel,sulfur,
2022-04-13 10:00:00+00:00,terrible,15218,,,
2022-04-13 10:00:00+00:00,rotten,15218,,,
2022-04-13 11:00:00+00:00,"Sulphuric, acrid, industrial",15217,acrid,industrial,
2022-04-13 11:00:00+00:00,Industrial Sulfur and Coke Smog,15116,coke,sulfur,industrial
2022-04-13 11:00:00+00:00,All night: exhaust fumes and burning chemicals. Stifling air. No way to escape. ,15120,burning,chemical,
2022-04-13 11:00:00+00:00,Likesewage,15224,,,
2022-04-13 12:00:00+00:00,"Industrial, fuel, burnt rubber",15122,industrial,,
2022-04-13 12:00:00+00:00,"Rotten eggs, sulfur, industrial ",15206,industrial,egg,sulfur
2022-04-13 12:00:00+00:00,"The usual smell of toxic, sulphuric, industrial pollution spewing from the Clairton Works. Thank you US Steel for valuing profits and CEO salary over the health and well being of the Pittsburgh community. Greatly appreciate it! ",15120,industrial,,
2022-04-13 13:00:00+00:00,sulfurous and dirty,15217,,,
2022-04-13 13:00:00+00:00,"Smoky, rotting  fuel",15217,,,
2022-04-13 13:00:00+00:00,Industrial burning sulfur ,15133,sulfur,burning,industrial
2022-04-13 13:00:00+00:00,Strong 3:00am plumage. Moderate industrial now. ,15218,industrial,,
2022-04-13 13:00:00+00:00,"Burning oil, gasoline ",15239,,,
2022-04-13 13:00:00+00:00,Like Burning tires,15034,,,
2022-04-13 13:00:00+00:00,Sour industrial ,15221,industrial,,
2022-04-13 13:00:00+00:00,Industrial acrid smell,15206,acrid,industrial,
2022-04-13 14:00:00+00:00,Rotten eggs. Like cow manure too maybe ,15235,egg,,
2022-04-13 14:00:00+00:00,"Sulfur, industrial",15235,industrial,sulfur,
2022-04-13 17:00:00+00:00,"Metallic, burning ",15201,,,
2022-04-13 18:00:00+00:00,"Burnt/melting plastic, rubber, metal ",15202,,,
2022-04-13 22:00:00+00:00,Smells like the EPA and the health department are taking hush bribes from US Steel.,15122,,,
2022-04-14 13:00:00+00:00,Industrial sulfur ,15137,sulfur,industrial,
2022-04-14 18:00:00+00:00,Thai restaurant food stench,15216,,,
2022-04-15 00:00:00+00:00,Clairton coke works toxic sulfur fumes ,15131,coke,sulfur,
2022-04-15 10:00:00+00:00,Acrid industrial sulfuric stench,15217,acrid,industrial,
2022-04-15 11:00:00+00:00,Sulphur ,15226,sulfur,,
2022-04-15 12:00:00+00:00,"Rotten eggs, manure ",15221,egg,,
2022-04-15 12:00:00+00:00,"Industrial stink. I could smell it from inside when I woke up even with the windows closed. Why am I waking up to a neighboring factory polluting us? What world is this? Im pregnant, is this good for me and me baby? Please answer. ",15034,industrial,,
2022-04-15 12:00:00+00:00,Industrial sulfur mill debris,15133,sulfur,industrial,
2022-04-15 13:00:00+00:00,p**p,15132,,,
2022-04-15 13:00:00+00:00,"Burning, sewage",15065,sewage,burning,
2022-04-15 14:00:00+00:00,TOXIC PUTRID SULFUR FUMES USS CLAIRTON ,15102,sulfur,,
2022-04-15 15:00:00+00:00,Hot melting plastic/metal/rubber,15202,,,
2022-04-15 17:00:00+00:00,Industrial from neighbor grinding metal,15216,industrial,,
2022-04-15 22:00:00+00:00,I AM PREGNANT. ACHD come down to Dravosburg and smell the air it is POISON. ,15034,,,
2022-04-16 01:00:00+00:00,Woodsmoke firepit ,15108,woodsmoke,,
2022-04-17 00:00:00+00:00,Another dang fire pit,15216,,,
2022-04-17 22:00:00+00:00,Diesel,15210,diesel,,
2022-04-18 14:00:00+00:00,Smells like coal ,15227,coal,,
2022-04-18 19:00:00+00:00,Hot oily metal smell,15045,,,
2022-04-18 23:00:00+00:00,"Sulphur, burning chemicals, corporate greed",15104,sulfur,chemical,
2022-04-18 23:00:00+00:00,Industrial gasoline machinery,15218,industrial,,
2022-04-19 15:00:00+00:00,sh*t,15037,,,
2022-04-19 15:00:00+00:00,Sulfur and industrial ,15037,industrial,sulfur,
2022-04-20 12:00:00+00:00,dirty sulfur ,15122,sulfur,,
2022-04-21 00:00:00+00:00,"Industrial, burning metal",15090,industrial,,
2022-04-21 03:00:00+00:00,"Chemical, sulfur, noxious ",15236,sulfur,chemical,
2022-04-21 03:00:00+00:00,"Sulfur, truck exhaust, uss mill stink",15234,sulfur,,
2022-04-21 04:00:00+00:00,"Vinegar, stinky feet, pickles, sulfur",15217,sulfur,,
2022-04-21 07:00:00+00:00,hydrogen sulfide,15208,,,
2022-04-21 10:00:00+00:00,Clairton CHOKE works,15122,,,
2022-04-21 14:00:00+00:00,Burning chemical smell,15045,chemical,,
2022-04-21 14:00:00+00:00,sulfuric,15208,,,
2022-04-21 19:00:00+00:00,Mill ,15146,,,
2022-04-21 21:00:00+00:00,"Industrial, burning, sulfur",15131,sulfur,burning,industrial
2022-04-22 00:00:00+00:00,Mothballs/cat collar,15217,,,
2022-04-22 01:00:00+00:00,"Char, burnt, smoke",15208,smoke,,
2022-04-22 11:00:00+00:00,My nose is congested but I sure can feel it!,15217,,,
2022-04-22 11:00:00+00:00,Chemical snell...like chlorine type ofir,15212,chemical,,
2022-04-22 12:00:00+00:00,Chemical smell,15215,chemical,,
2022-04-22 12:00:00+00:00,Tires. Chemicals. ,15224,chemical,,
2022-04-22 12:00:00+00:00,Plastic/vinyl,15217,,,
2022-04-22 13:00:00+00:00,Dump,15126,,,
2022-04-22 14:00:00+00:00,Smells like automobile exhaust And something burning.  Hot electrical wires.  ,15233,,,
2022-04-22 14:00:00+00:00,Varnish,15218,,,
2022-04-22 22:00:00+00:00,Sewage?,15216,sewage,,
2022-04-23 07:00:00+00:00,"Industrial
",15129,industrial,,
2022-04-23 13:00:00+00:00,"Industrial, plastic-like, exhaust",15090,industrial,,
2022-04-23 13:00:00+00:00,TOXIC STINK USSTEEL CLAIRTON on a day with no wind,15102,,,
2022-04-23 13:00:00+00:00,Chemical-gas like fumes,15025,gas,chemical,
2022-04-23 13:00:00+00:00,Industrial smell,15025,industrial,,
2022-04-23 13:00:00+00:00,"Rotten eggs, sulfur smell EVERY morning in squirrel hill/greenfield",15217,egg,sulfur,
2022-04-23 13:00:00+00:00,Industrial / Sulfuric ,15122,industrial,,
2022-04-23 13:00:00+00:00,Mothballs,15210,,,
2022-04-23 14:00:00+00:00,Strong sulphuric odor as soon as we stepped out of the house,15202,,,
2022-04-23 15:00:00+00:00,Sulfar,15104,,,
2022-04-23 15:00:00+00:00,Industrial  sulphuric,15217,industrial,,
2022-04-23 15:00:00+00:00,"Smoky, burnt fuel",15217,,,
2022-04-23 15:00:00+00:00,Diesel fumes from idling Norfolk Soutern train. Has been here 4 hours now.,15120,diesel,,
2022-04-23 23:00:00+00:00,Burning yard debris ,15129,,,
2022-04-24 01:00:00+00:00,Smells bad,15217,,,
2022-04-24 02:00:00+00:00,Chemical smell,15025,chemical,,
2022-04-24 02:00:00+00:00,Burning Rotten Eggs / Industrial ,15122,egg,industrial,
2022-04-24 03:00:00+00:00,"Tar, heavy stinks from mill",15045,tar,,
2022-04-24 03:00:00+00:00,Fire/burning,15218,,,
2022-04-24 04:00:00+00:00,Like Sewage,15224,sewage,,
2022-04-24 04:00:00+00:00,Rotten eggs very strong ,15217,egg,,
2022-04-24 04:00:00+00:00,"Train fumes , diesel build up ",15217,diesel,,
2022-04-24 04:00:00+00:00,"Smoke, sulfur",15207,smoke,sulfur,
2022-04-24 05:00:00+00:00,"Sulfur, rancid",15219,sulfur,,
2022-04-24 05:00:00+00:00,Wood smoke from yard debris,15147,smoke,,
2022-04-24 05:00:00+00:00,"Industrial, organics",15217,industrial,,
2022-04-24 06:00:00+00:00,burning,15207,,,
2022-04-24 06:00:00+00:00,Like something is burning ,15213,,,
2022-04-24 07:00:00+00:00,"Industrial,sulphur",15045,sulfur,industrial,
2022-04-24 07:00:00+00:00,Rotten Eggs / Industrial ,15122,egg,industrial,
2022-04-24 08:00:00+00:00,Smells like the EPA and Health Department are taking bribes from US Steel.,15122,,,
2022-04-24 08:00:00+00:00,US Steel managers and their genetic relations should be exiled from this country.,15122,,,
2022-04-24 09:00:00+00:00,"Industrial, sulfur, rotten eggs",15122,egg,sulfur,industrial
2022-04-24 09:00:00+00:00,Clairton Choke Works ruins the day again. ,15122,,,
2022-04-24 10:00:00+00:00,Industrail,15218,,,
2022-04-24 11:00:00+00:00,"Sour, sulphur",15213,sulfur,,
2022-04-24 11:00:00+00:00,"Smokey, eggy",15208,,,
2022-04-24 11:00:00+00:00,"Industrial, burning hydraulic fluid",15122,industrial,,
2022-04-24 11:00:00+00:00,Burning plastic and sewage ,15218,sewage,,
2022-04-24 11:00:00+00:00,Industrial chemical ,15221,industrial,chemical,
2022-04-24 12:00:00+00:00,Barn animal p**p,15218,,,
2022-04-24 12:00:00+00:00,Smoke chemicals ,15206,smoke,chemical,
2022-04-24 12:00:00+00:00,Burning wood smell,15217,,,
2022-04-24 12:00:00+00:00,Burners must have had a field day last night. Indoor PM high. CO2 & VOCs high this morning. Surface inversion overnight. ,15218,,,
2022-04-24 12:00:00+00:00,FARTS,15218,,,
2022-04-24 12:00:00+00:00,Sulfur and capitalism ,15206,sulfur,,
2022-04-24 12:00:00+00:00,Industrial smoke. Stinks,15217,smoke,industrial,
2022-04-24 12:00:00+00:00,Industrial sulfury smell started this morning,15206,industrial,,
2022-04-24 13:00:00+00:00,"Coke works, industrial pollution ",15206,coke,industrial,
2022-04-24 13:00:00+00:00,Burning chemical smell,15217,chemical,,
2022-04-24 13:00:00+00:00,Very n*sty out. Nose and eyes and coughing. Alen Filters are running on highest level. ,15206,,,
2022-04-24 13:00:00+00:00,exhaust and egg stink,15221,egg,,
2022-04-24 13:00:00+00:00,"Smoky burnt smell, reminiscent of old cigarettes",15207,,,
2022-04-24 13:00:00+00:00,"Industrial, cars",15217,industrial,,
2022-04-24 13:00:00+00:00,Industrial- sulfur ,15218,sulfur,,
2022-04-24 13:00:00+00:00,Industria ,15221,,,
2022-04-24 13:00:00+00:00,Burnt,15206,,,
2022-04-24 14:00:00+00:00,i am indoors on campus and the reek is making me sick still,15213,,,
2022-04-24 14:00:00+00:00,I am indoors and there is a sulfuric industrial acrid stench,15217,acrid,industrial,
2022-04-24 16:00:00+00:00,Industrial Soot.  Metallic Exhaust Smell ,15237,industrial,,
2022-04-24 19:00:00+00:00,Smokey,15201,,,
2022-04-24 20:00:00+00:00,Air quality poor ,15234,,,
2022-04-24 23:00:00+00:00,This whole city smells like a steel mill. ,15217,,,
2022-04-25 02:00:00+00:00,Sulphur,15226,sulfur,,
2022-04-25 04:00:00+00:00,Sulfuric / Burning Rubber ,15122,,,
2022-04-25 04:00:00+00:00,Stinks. Industrial,15045,industrial,,
2022-04-25 04:00:00+00:00,"Sulpher
",15218,,,
2022-04-25 04:00:00+00:00,Stinky rotten eggs ,15217,egg,,
2022-04-25 04:00:00+00:00,Sulphur rotten eggs ,15206,egg,sulfur,
2022-04-25 05:00:00+00:00,The usual - rotten eggs,15201,egg,,
2022-04-25 05:00:00+00:00,Industrial Sulfur & Coke Exhaust,15116,coke,sulfur,industrial
2022-04-25 05:00:00+00:00,"Rotten eggs, indistrial",15201,egg,,
2022-04-25 06:00:00+00:00,Strong slag and chemical smells ,15207,chemical,,
2022-04-25 06:00:00+00:00, Burnt smell,15217,,,
2022-04-25 09:00:00+00:00,"Sour, sulphur, industrial",15213,industrial,sulfur,
2022-04-25 09:00:00+00:00,Suffer abs areing,15206,,,
2022-04-25 09:00:00+00:00,"Bitter, industrial ",15217,industrial,,
2022-04-25 09:00:00+00:00,Sulfur/rotten eggs ,15213,egg,sulfur,
2022-04-25 10:00:00+00:00,horrendous,15208,,,
2022-04-25 10:00:00+00:00,"Horrible , indoors and out",15217,,,
2022-04-25 10:00:00+00:00,"Industry, gross ",15218,,,
2022-04-25 10:00:00+00:00,Mill. Thanks for killing us Clairton Works,15122,,,
2022-04-25 10:00:00+00:00,Burning garbage and exhaust,15217,,,
2022-04-25 10:00:00+00:00,"dirty, sulfury",15217,,,
2022-04-25 11:00:00+00:00,Smells like the EPA and Health Department are in US Steel's pocket.,15122,,,
2022-04-25 11:00:00+00:00,Almost like gasoline,15218,,,
2022-04-25 11:00:00+00:00,wooden/sulfuric,15217,,,
2022-04-25 12:00:00+00:00,"Not the usual rotten egg smell but chemically, like a metal workshop",15221,egg,,
2022-04-25 12:00:00+00:00,Industrial stench awful,15218,industrial,,
2022-04-25 12:00:00+00:00,Like Braddock is on gire,15218,,,
2022-04-25 12:00:00+00:00,"Smells like tar, heavy odor , Clairton mill",15045,tar,,
2022-04-25 12:00:00+00:00,Jesus Christ,15120,,,
2022-04-25 12:00:00+00:00,"Industrial, SMELLS LIKE POISON. ",15034,industrial,,
2022-04-25 12:00:00+00:00,"Industrial, burning chemicals and coal",15221,coal,industrial,chemical
2022-04-25 13:00:00+00:00,"car exhaustion, industrial smells ",15221,industrial,,
2022-04-25 13:00:00+00:00,US Steel - stop poisoning Pittsburgh! ,15217,,,
2022-04-25 13:00:00+00:00,"Carbon copy of yesterday. Industrial, high CO2 & VOCs. Indoor PM elevated. ",15218,industrial,,
2022-04-25 13:00:00+00:00,"Vinegar, stinky feet",15217,,,
2022-04-25 13:00:00+00:00,Strong industrial odor. ,15034,industrial,,
2022-04-25 14:00:00+00:00,Coal burning stench ,15207,burning,coal,
2022-04-25 16:00:00+00:00,industrial (asphalt from road being paved),15217,industrial,,
2022-04-25 17:00:00+00:00,n*sty sulfur,15221,sulfur,,
2022-04-25 22:00:00+00:00,creosote or sulfur dioxide?,15203,sulfur,,
2022-04-26 02:00:00+00:00,Lots of industrial particles in the air,15234,industrial,,
2022-04-26 12:00:00+00:00,sewage ,15215,sewage,,
2022-04-26 14:00:00+00:00,"Dirty, Wet Garbage",15213,,,
2022-04-26 15:00:00+00:00,Farts. It smells like farts.,15212,,,
2022-04-26 18:00:00+00:00,"Blacktop, sulfur",15222,sulfur,,
2022-04-26 22:00:00+00:00,Metallic ,15207,,,
2022-04-26 22:00:00+00:00,"Industrial 
",15112,industrial,,
2022-04-26 23:00:00+00:00,"sewage, still water, chemicals ",15213,sewage,chemical,
2022-04-27 00:00:00+00:00,"Industrial 
",15137,industrial,,
2022-04-27 10:00:00+00:00,"Garbage, rotten eggs, exhaust ",15211,egg,,
2022-04-27 10:00:00+00:00,The same d*mn smell as just about every other day,15217,,,
2022-04-27 10:00:00+00:00,dirty sulphur stank,15217,sulfur,,
2022-04-28 00:00:00+00:00,sulfurous,15104,,,
2022-04-28 13:00:00+00:00,"Industrial, burning metallic ",15201,industrial,,
2022-04-28 17:00:00+00:00, Industrial,15203,industrial,,
2022-04-28 18:00:00+00:00,"Sulphur, Industrial ",15216,industrial,sulfur,
2022-04-29 07:00:00+00:00,Rotten eggs and diarrhea ,15218,egg,,
2022-04-29 11:00:00+00:00,"Skunk, death, smoke, sulfur",15218,smoke,sulfur,
2022-04-29 12:00:00+00:00,Industrial pollution,15133,industrial,,
2022-04-29 13:00:00+00:00,Burning chemicals ,15025,chemical,,
2022-04-29 19:00:00+00:00,Asphalt raw,15213,,,
2022-04-29 21:00:00+00:00,Sewer?  Sulfur?,15216,sulfur,,
2022-04-29 22:00:00+00:00,"Smells like sulfur, pretty strong 
",15110,sulfur,,
2022-04-30 02:00:00+00:00,Industrial with a hint of rotten egg,15025,egg,industrial,
2022-04-30 11:00:00+00:00,Burning rotten eggs and chemicals ,15025,egg,chemical,
2022-04-30 14:00:00+00:00,Putrid acrid stench of rotten eggs USSteel Clairton,15102,egg,acrid,
2022-04-30 14:00:00+00:00,Rotten eggs and sewage,15215,egg,sewage,
2022-04-30 23:00:00+00:00,Like dead animals. ,15065,,,
2022-04-30 23:00:00+00:00,Hog cr*p,15065,,,
2022-05-01 03:00:00+00:00,Burning,15218,,,
2022-05-01 07:00:00+00:00,H2S,15216,,,
2022-05-01 13:00:00+00:00,"Industrial, acrid, heavy",15206,acrid,industrial,
2022-05-01 13:00:00+00:00,Burning metal,15211,,,
2022-05-01 14:00:00+00:00,Horrible industrial ,15218,industrial,,
2022-05-01 21:00:00+00:00,"Industrial smell, humid, ",15217,industrial,,
2022-05-01 21:00:00+00:00,"Rotten egg, exhaust, U.S. Steel mill stink",15234,egg,,
2022-05-02 14:00:00+00:00,Sulphuric ,15025,,,
2022-05-02 14:00:00+00:00,fecal matter,15213,,,
2022-05-02 23:00:00+00:00,Industrial/sulfur,15131,sulfur,industrial,
2022-05-03 12:00:00+00:00,Sulfur ,15234,sulfur,,
2022-05-03 12:00:00+00:00,Naphtaline ,15088,,,
2022-05-03 13:00:00+00:00,Woodsmoke and rotten eggs,15228,egg,woodsmoke,
2022-05-03 13:00:00+00:00,Sulfur and garbage,15236,sulfur,,
2022-05-03 13:00:00+00:00,"Chemical, noxious",15236,chemical,,
2022-05-03 14:00:00+00:00,Exhaust pipe,15216,,,
2022-05-03 14:00:00+00:00,Allegheny General Hospital Helicopter fuel dump,15212,,,
2022-05-03 14:00:00+00:00,Industrial hydrogen sulfide,15210,industrial,,
2022-05-03 15:00:00+00:00,Coke oven,15220,coke,,
2022-05-03 15:00:00+00:00,industry b*llsh*t,15218,,,
2022-05-03 16:00:00+00:00,"industry 
",15228,,,
2022-05-03 16:00:00+00:00,"Diesel, industrial",15220,diesel,industrial,
2022-05-03 16:00:00+00:00,"Diesel exhaust x 1,000,000 (US Steel mill stink & Lafarge North America)",15234,diesel,,
2022-05-03 16:00:00+00:00,"gas, industrial",15224,industrial,gas,
2022-05-03 21:00:00+00:00,Moth balls ,15210,,,
2022-05-04 02:00:00+00:00,Clairton coke sulfur ,15236,coke,sulfur,
2022-05-04 03:00:00+00:00,Car exhaust,15226,,,
2022-05-04 07:00:00+00:00,Schtinky,15122,,,
2022-05-04 13:00:00+00:00,Moth balls,15236,,,
2022-05-04 14:00:00+00:00,Sulphur death ,15217,sulfur,,
2022-05-04 14:00:00+00:00,Sewer,15212,,,
2022-05-04 16:00:00+00:00,MCCONWAY & TORLEY ,15201,,,
2022-05-04 16:00:00+00:00,"Diesel exhaust, noise",15217,diesel,,
2022-05-04 16:00:00+00:00,"Industrial, metallic burning ",15201,burning,industrial,
2022-05-04 19:00:00+00:00,"Fire, gas ",15203,gas,,
2022-05-04 19:00:00+00:00,Tastes like chemicals,15207,chemical,,
2022-05-05 03:00:00+00:00,It is like a chemical/ozone smell,15217,chemical,,
2022-05-05 13:00:00+00:00,Moth balls ,15122,,,
2022-05-05 15:00:00+00:00,Coal smell,15102,coal,,
2022-05-05 15:00:00+00:00,"Industrial exhaust, rotten eggs",15228,egg,industrial,
2022-05-05 17:00:00+00:00,Sulphur ,15227,sulfur,,
2022-05-05 20:00:00+00:00,cr*p,15065,,,
2022-05-05 21:00:00+00:00,Slight sewer gas and also toxic laundry detergent ,15216,gas,,
2022-05-05 21:00:00+00:00,Jetfuel fumes spewing from Lifeflight helicopter Allegheny General Hospital ,15212,,,
2022-05-06 00:00:00+00:00,Plain stink,15202,,,
2022-05-08 03:00:00+00:00,"Chemical, burnt, , acrid, ",15207,acrid,chemical,
2022-05-08 03:00:00+00:00,Coal Smoke,15228,smoke,coal,
2022-05-08 21:00:00+00:00,Rotting animal,15065,,,
2022-05-08 21:00:00+00:00,f*c*s,15065,,,
2022-05-08 22:00:00+00:00,creosote or something sulfurous,15207,,,
2022-05-08 22:00:00+00:00,Wood smoke. ,15218,smoke,,
2022-05-09 10:00:00+00:00,Mill Stink,15129,,,
2022-05-09 11:00:00+00:00,Putrid stench of TOXIC SULFUR FUMES on a day with ZERO WIND ,15102,sulfur,,
2022-05-09 13:00:00+00:00,Something like diesel but different,15208,diesel,,
2022-05-09 15:00:00+00:00,"Sulphur, chemicals",15218,sulfur,chemical,
2022-05-09 15:00:00+00:00,Exhaust or chemical odor ,15136,chemical,,
2022-05-09 23:00:00+00:00,Burning wood and garbage,15129,,,
2022-05-10 01:00:00+00:00,Millions of rotten eggs! Crossed with industrial burnt.,15120,egg,industrial,
2022-05-10 02:00:00+00:00,Cool smoke,15228,smoke,,
2022-05-10 06:00:00+00:00,Hydrogen sulfide,15210,,,
2022-05-10 07:00:00+00:00,Industrial Smell,15122,industrial,,
2022-05-10 13:00:00+00:00,Sulfur and industrial smell,15221,industrial,sulfur,
2022-05-10 13:00:00+00:00,"Acrid, metallic ",15201,acrid,,
2022-05-10 15:00:00+00:00,Coal burning/ coke ovens,15216,coke,coal,
2022-05-10 17:00:00+00:00,Idling jetfuel from Allegheny General Hospital Helicopter ,15212,,,
2022-05-10 19:00:00+00:00,Rotten eggs/sulfer,15206,egg,,
2022-05-10 23:00:00+00:00,"Sulfur stink all day. US Steel, Lafarge North America, TMS international ",15234,sulfur,,
2022-05-10 23:00:00+00:00,Industrial; Sulfuric ,15217,industrial,,
2022-05-11 00:00:00+00:00,Sewer gas,15216,gas,,
2022-05-11 00:00:00+00:00,Wood Smoke,15129,smoke,,
2022-05-11 03:00:00+00:00,"Chemical, oily",15236,chemical,,
2022-05-11 10:00:00+00:00,The usual smell from the coke plant: sulphur. It smells like pollution: we shouldnt smell anything unnatural.,15120,coke,sulfur,
2022-05-11 10:00:00+00:00,Sulphuric dioxide ,15025,,,
2022-05-11 11:00:00+00:00,"Industrial, since late last night.",15234,industrial,,
2022-05-11 11:00:00+00:00,"Rotten eggs, smoke",15211,egg,smoke,
2022-05-11 13:00:00+00:00,Jet fuel fumes from Allegheny General Hospital Helicopter ,15212,,,
2022-05-11 13:00:00+00:00,"sweet, hydrogen sulfide?",15122,,,
2022-05-11 19:00:00+00:00,Jetfuel poison! Allegheny General Hospital Helicopter spewing poison fumes,15212,,,
2022-05-11 21:00:00+00:00,Sulfur smell. Very strong. ,15025,sulfur,,
2022-05-11 22:00:00+00:00,Pigs being raised right beside housing. Very disgusting ,15065,,,
2022-05-11 22:00:00+00:00,Sour chemical odor ,15136,chemical,,
2022-05-11 23:00:00+00:00,Hog sh*t,15065,,,
2022-05-12 02:00:00+00:00,Thick industrial ,15122,industrial,,
2022-05-12 03:00:00+00:00,"Sulfur, exhaust",15210,sulfur,,
2022-05-12 03:00:00+00:00,"Unknown burning smell, metallic or plastic like",15218,burning,,
2022-05-12 03:00:00+00:00,Cludgy sulphur ,15217,sulfur,,
2022-05-12 03:00:00+00:00,US Steel! Rotten Rotten Rotten Eggs! ,15217,egg,,
2022-05-12 04:00:00+00:00,Burning or rotten eggs,15213,egg,,
2022-05-12 04:00:00+00:00,Industrial smog,15227,smog,industrial,
2022-05-12 05:00:00+00:00,Industrial rotten egg,15227,egg,industrial,
2022-05-12 06:00:00+00:00,"Industrial, horrible, strong ",15216,industrial,,
2022-05-12 08:00:00+00:00,Industrial skunk,15217,industrial,,
2022-05-12 12:00:00+00:00,Industrial Soot ,15237,industrial,,
2022-05-12 14:00:00+00:00,"Chemical, sulfer, like burning rubber",15236,chemical,,
2022-05-12 14:00:00+00:00,Steel mill ,15236,,,
2022-05-12 21:00:00+00:00,Pig manure to close to homes,15065,,,
2022-05-12 22:00:00+00:00,Industrial sulfur f*rt smell,15216,sulfur,industrial,
2022-05-13 01:00:00+00:00,"Industrial, sulphur",15236,sulfur,industrial,
2022-05-13 02:00:00+00:00,"Industrial, smoky, burning, ",15217,burning,industrial,
2022-05-13 02:00:00+00:00,INDUSTRIAL SULFUR ,15216,sulfur,industrial,
2022-05-13 03:00:00+00:00,Asphalt sulphur,15217,sulfur,,
2022-05-13 03:00:00+00:00,Industrial like sterl and coke,15234,coke,industrial,
2022-05-13 07:00:00+00:00,"Industrial, burning rubber, plastic or tar smell",15227,tar,industrial,
2022-05-13 11:00:00+00:00,Acrid ,15025,acrid,,
2022-05-13 16:00:00+00:00,Pollution and road resurfacing ,15219,,,
2022-05-13 17:00:00+00:00,Sulphur ,15034,sulfur,,
2022-05-13 17:00:00+00:00,Car exhaust or sulfur,15226,sulfur,,
2022-05-13 21:00:00+00:00,Asphalt,15204,,,
2022-05-13 23:00:00+00:00,Eggs,15234,egg,,
2022-05-14 04:00:00+00:00,"Burning rubber,  industrial ",15133,industrial,,
2022-05-14 11:00:00+00:00,Industry sulfer,15045,,,
2022-05-14 12:00:00+00:00,"Industrial, like burning with a sharpness that irritates",15227,industrial,,
2022-05-14 13:00:00+00:00,Yay another stenchy morning in Pittsburgh. Smells like exhaust fumes and industrial odors. Would love to be outside on a weekend but noooooo. Not with this awful smell. Stay inside! Trapped in your house! Close everything up! You can only look through the window and the beautiful sky and sunlight unless you like choking and coughing as you try to breathe. Exercise outside? Ha! Forget it. ,15120,industrial,,
2022-05-14 16:00:00+00:00,Glue/spray paint ,15218,,,
2022-05-14 18:00:00+00:00,Wx de c e e azswe e was e e. A w e ac were q e 3 d se ewwsw e w a 4 s.v was saq sa s aw was w wa sax a x.  e s qs wax a.   was w sas w q w xq aw zweaaz. Aa a xx z wza ad td w was s w qssad cs,15275,,,
2022-05-14 18:00:00+00:00,"Wx@ s qwww sa q223 ed a qwww was sxs we wwc as xs xwea as a sd a..swwwwws cca aw aaaa wza. C.  Aqa0xsas dx aad wew qaq qs da x e dx a dx qsw ss. Wa a szw, ewz q sa s z sQwwaase wax ss s we a ww 2 ",15275,,,
2022-05-14 18:00:00+00:00,Jetfuel from Allegheny General Hospital Helicopter taking off,15212,,,
2022-05-14 19:00:00+00:00,The usual stench ,15217,,,
